Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Churn_Probability,Churn_Risk
66749-KER,Female,47,No,Kerala,9,5,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.75,20.75,0.0,0,36.28,57.03,Joined,,,0.91,High Risk - Immediate Action Needed
53295-WES,Female,35,No,West Bengal,7,33,Deal 5,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,25.7,25.7,0.0,0,43.84,69.54,Joined,,,0.97,High Risk - Immediate Action Needed
97891-GUJ,Female,21,Yes,Gujarat,6,6,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,163.6,0.0,0,125.28,288.88,Stayed,,,0.78,High Risk - Immediate Action Needed
94573-ASS,Female,71,No,Assam,12,7,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,181.6,0.0,0,168.52,350.12,Churned,Competitor,Competitor made better offer,0.95,High Risk - Immediate Action Needed
94086-WES,Female,67,Yes,West Bengal,6,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,181.7,0.0,0,41.98,223.68,Churned,Other,Don't know,1.0,High Risk - Immediate Action Needed
55339-TAM,Female,70,Yes,Tamil Nadu,9,7,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,0.0,0,24.24,73.79,Churned,Dissatisfaction,Limited range of services,0.99,High Risk - Immediate Action Needed
64297-MAD,Male,23,Yes,Madhya Pradesh,7,7,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,90.75,0.0,0,23.06,113.81,Churned,Attitude,Attitude of support person,1.0,High Risk - Immediate Action Needed
74173-RAJ,Female,49,No,Rajasthan,15,27,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.5,104.3,0.0,0,123.05,227.35,Stayed,,,0.8,High Risk - Immediate Action Needed
82267-JHA,Female,33,No,Jharkhand,12,7,,No,,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.25,85.5,0.0,10,0.0,95.5,Churned,Dissatisfaction,Product dissatisfaction,0.93,High Risk - Immediate Action Needed
78085-ODI,Male,28,No,Odisha,2,36,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55,184.1,0.0,0,67.78,251.88,Churned,Attitude,Attitude of support person,0.98,High Risk - Immediate Action Needed
57461-GUJ,Male,41,Yes,Gujarat,4,27,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,122.0,0.0,0,40.05,162.05,Stayed,,,0.82,High Risk - Immediate Action Needed
15739-MAD,Female,40,No,Madhya Pradesh,13,9,Deal 4,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,24.0,226.55,0.0,0,30.1,256.65,Stayed,,,0.81,High Risk - Immediate Action Needed
15349-UTT,Male,47,Yes,Uttar Pradesh,9,12,Deal 5,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,50.15,0.0,0,39.87,90.02,Joined,,,1.0,High Risk - Immediate Action Needed
78381-PUN,Female,26,No,Punjab,5,3,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.9,6137.0,0.0,0,527.94,6664.94,Churned,Price,Long distance charges,0.85,High Risk - Immediate Action Needed
67567-TAM,Male,70,No,Tamil Nadu,8,1,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,0.0,0,13.02,178.42,Churned,Competitor,Competitor made better offer,0.87,High Risk - Immediate Action Needed
28281-KAR,Male,56,Yes,Karnataka,8,32,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,253.8,0.0,0,148.89,402.69,Joined,,,0.88,High Risk - Immediate Action Needed
88111-MAH,Female,52,Yes,Maharashtra,15,32,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.4,83.4,0.0,0,43.06,126.46,Joined,,,0.79,High Risk - Immediate Action Needed
42029-TAM,Male,32,Yes,Tamil Nadu,3,30,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.5,76.95,0.0,0,111.03,187.98,Joined,,,0.83,High Risk - Immediate Action Needed
12490-TEL,Female,52,No,Telangana,9,6,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.75,238.1,38.84,0,37.5,236.76,Joined,,,0.77,High Risk - Immediate Action Needed
34024-AND,Female,45,Yes,Andhra Pradesh,4,21,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,7.66,27.71,Joined,,,0.88,High Risk - Immediate Action Needed
67856-AND,Male,67,No,Andhra Pradesh,2,5,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,331.9,12.48,0,11.35,330.77,Churned,Price,Price too high,0.75,High Risk - Immediate Action Needed
71752-TEL,Female,51,No,Telangana,4,2,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.9,57.4,0.0,0,53.8,111.2,Joined,,,1.0,High Risk - Immediate Action Needed
15692-UTT,Female,25,No,Uttar Pradesh,0,23,,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.05,45.05,0.0,0,48.03,93.08,Churned,Competitor,Competitor had better devices,0.87,High Risk - Immediate Action Needed
92742-RAJ,Female,59,No,Rajasthan,15,34,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20.65,38.7,0.0,0,49.42,88.12,Churned,Attitude,Attitude of support person,0.99,High Risk - Immediate Action Needed
24757-UTT,Female,32,No,Uttar Pradesh,9,1,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.05,80.35,0.0,10,59.38,149.73,Churned,Attitude,Attitude of service provider,1.0,High Risk - Immediate Action Needed
84807-KAR,Female,83,No,Karnataka,14,5,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4259.3,8.88,0,924.96,5175.38,Churned,Dissatisfaction,Product dissatisfaction,0.89,High Risk - Immediate Action Needed
91132-WES,Female,65,No,West Bengal,15,19,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.65,68.65,0.0,0,12.4,81.05,Churned,Price,Price too high,1.0,High Risk - Immediate Action Needed
36440-JHA,Female,78,Yes,Jharkhand,3,26,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.55,3856.75,0.0,0,1682.16,5538.91,Churned,Dissatisfaction,Network reliability,0.79,High Risk - Immediate Action Needed
86433-TAM,Male,62,Yes,Tamil Nadu,8,1,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.8,1727.5,0.0,0,585.8,2313.3,Churned,Price,Price too high,0.87,High Risk - Immediate Action Needed
68826-MAH,Male,48,No,Maharashtra,14,1,,No,,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.7,24.7,0.0,0,0.0,24.7,Joined,,,0.88,High Risk - Immediate Action Needed
88459-UTT,Female,70,Yes,Uttar Pradesh,5,14,,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,346.2,0.0,0,193.4,539.6,Churned,Competitor,Competitor had better devices,0.8,High Risk - Immediate Action Needed
36017-TAM,Female,52,Yes,Tamil Nadu,15,23,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.55,19.55,0.0,0,40.63,60.18,Joined,,,0.88,High Risk - Immediate Action Needed
35520-ASS,Female,25,No,Assam,7,3,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.5,80.5,0.0,0,35.77,116.27,Churned,Dissatisfaction,Product dissatisfaction,0.93,High Risk - Immediate Action Needed
13664-TAM,Female,44,Yes,Tamil Nadu,5,31,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,0.0,0,19.98,99.23,Churned,Dissatisfaction,Service dissatisfaction,1.0,High Risk - Immediate Action Needed
92306-JAM,Female,56,Yes,Jammu & Kashmir,1,4,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,80.6,155.8,0.0,0,10.64,166.44,Churned,Competitor,Competitor made better offer,0.8,High Risk - Immediate Action Needed
25438-MAH,Female,43,No,Maharashtra,8,1,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.3,4016.85,44.63,0,635.4,4607.62,Churned,Dissatisfaction,Poor expertise of online support,0.78,High Risk - Immediate Action Needed
44010-BIH,Male,59,No,Bihar,0,29,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.25,20.25,0.0,0,10.71,30.96,Churned,Attitude,Attitude of support person,0.98,High Risk - Immediate Action Needed
21919-UTT,Male,64,No,Uttar Pradesh,15,2,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.3,2416.55,0.0,80,365.05,2861.6,Churned,Other,Moved,0.88,High Risk - Immediate Action Needed
32563-KAR,Female,34,Yes,Karnataka,3,22,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,146.65,0.0,10,22.38,179.03,Joined,,,0.9,High Risk - Immediate Action Needed
36284-ODI,Male,43,Yes,Odisha,4,13,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.55,44.55,0.0,0,41.1,85.65,Joined,,,0.88,High Risk - Immediate Action Needed
46378-MAH,Female,59,Yes,Maharashtra,15,10,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.4,154.8,0.0,0,14.98,169.78,Joined,,,0.89,High Risk - Immediate Action Needed
44202-TEL,Female,50,Yes,Telangana,9,14,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,69.95,0.0,0,11.45,81.4,Joined,,,0.86,High Risk - Immediate Action Needed
32380-PUD,Male,26,Yes,Puducherry,7,11,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.7,112.75,0.0,0,46.32,159.07,Stayed,,,0.94,High Risk - Immediate Action Needed
17357-UTT,Female,18,No,Uttar Pradesh,15,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,777.3,0.0,0,310.64,1087.94,Churned,Competitor,Competitor had better devices,0.87,High Risk - Immediate Action Needed
29866-ASS,Female,55,No,Assam,10,25,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.4,36.55,0.0,0,0.0,36.55,Churned,Dissatisfaction,Lack of self-service on Website,0.82,High Risk - Immediate Action Needed
46363-GUJ,Male,51,No,Gujarat,14,6,,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.6,50.6,0.0,0,11.86,62.46,Churned,Dissatisfaction,Service dissatisfaction,0.87,High Risk - Immediate Action Needed
71224-GUJ,Male,37,No,Gujarat,6,26,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,1400.85,0.0,0,282.37,1683.22,Churned,Competitor,Competitor had better devices,0.77,High Risk - Immediate Action Needed
69210-BIH,Female,46,Yes,Bihar,8,1,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.2,20.2,0.0,0,43.52,63.72,Churned,Price,Price too high,0.87,High Risk - Immediate Action Needed
96108-MAD,Female,57,Yes,Madhya Pradesh,1,28,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,307.4,0.0,0,129.72,437.12,Churned,Dissatisfaction,Product dissatisfaction,0.81,High Risk - Immediate Action Needed
78100-KAR,Female,57,No,Karnataka,12,31,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.15,98.5,0.0,0,12.94,111.44,Churned,Competitor,Competitor offered higher download speeds,1.0,High Risk - Immediate Action Needed
11751-UTT,Male,39,No,Uttar Pradesh,4,23,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,1060.2,0.0,0,452.1,1512.3,Churned,Competitor,Competitor offered more data,0.76,High Risk - Immediate Action Needed
19837-TAM,Female,57,Yes,Tamil Nadu,4,6,,No,,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,51.4,96.8,0.0,0,0.0,96.8,Joined,,,0.88,High Risk - Immediate Action Needed
33747-UTT,Male,59,No,Uttar Pradesh,8,29,Deal 4,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,94.4,1607.2,0.0,0,438.43,2045.63,Churned,Other,Moved,0.83,High Risk - Immediate Action Needed
99585-JAM,Male,70,Yes,Jammu & Kashmir,6,14,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.45,74.45,0.0,0,39.61,114.06,Churned,Competitor,Competitor made better offer,0.9,High Risk - Immediate Action Needed
57010-WES,Female,67,Yes,West Bengal,0,25,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,1078.9,0.0,0,282.37,1361.27,Churned,Competitor,Competitor made better offer,0.84,High Risk - Immediate Action Needed
62238-KER,Female,26,No,Kerala,2,8,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55,145.4,0.0,0,17.0,162.4,Churned,Competitor,Competitor had better devices,0.86,High Risk - Immediate Action Needed
95794-RAJ,Male,54,Yes,Rajasthan,13,1,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.8,321.9,0.0,0,29.04,350.94,Churned,Dissatisfaction,Network reliability,0.81,High Risk - Immediate Action Needed
62375-JAM,Female,62,Yes,Jammu & Kashmir,3,25,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,573.3,0.0,0,287.52,860.82,Churned,Competitor,Competitor had better devices,0.96,High Risk - Immediate Action Needed
76490-BIH,Male,68,No,Bihar,3,32,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,2964.8,0.0,0,1431.44,4396.24,Stayed,,,0.87,High Risk - Immediate Action Needed
18986-ODI,Female,38,No,Odisha,11,4,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,193.8,0.0,0,85.78,279.58,Churned,Dissatisfaction,Lack of self-service on Website,0.88,High Risk - Immediate Action Needed
26412-ASS,Female,30,No,Assam,7,18,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.7,39.85,0.0,0,27.78,67.63,Joined,,,0.9,High Risk - Immediate Action Needed
38365-KAR,Female,60,Yes,Karnataka,0,21,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.65,158.95,0.0,0,35.07,194.02,Stayed,,,0.85,High Risk - Immediate Action Needed
23811-ASS,Male,46,No,Assam,2,3,Deal 4,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.7,858.6,0.0,0,220.56,1079.16,Churned,Dissatisfaction,Poor expertise of phone support,0.81,High Risk - Immediate Action Needed
14698-PUN,Male,25,No,Punjab,4,13,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,89.9,0.0,0,32.85,122.75,Churned,Other,Don't know,1.0,High Risk - Immediate Action Needed
48559-UTT,Male,61,No,Uttar Pradesh,9,14,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.95,431.0,0.0,10,25.92,466.92,Churned,Competitor,Competitor had better devices,0.93,High Risk - Immediate Action Needed
86891-GUJ,Male,25,No,Gujarat,7,5,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,18.15,38.2,Joined,,,0.88,High Risk - Immediate Action Needed
34101-TAM,Female,41,No,Tamil Nadu,5,35,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.2,50.6,0.0,0,55.29,105.89,Joined,,,0.89,High Risk - Immediate Action Needed
42571-JAM,Female,27,No,Jammu & Kashmir,8,32,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.8,85.8,0.0,0,34.47,120.27,Churned,Competitor,Competitor made better offer,1.0,High Risk - Immediate Action Needed
45084-JAM,Female,18,No,Jammu & Kashmir,14,9,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.2,292.85,0.0,20,69.78,382.63,Churned,Competitor,Competitor made better offer,0.86,High Risk - Immediate Action Needed
92134-BIH,Male,24,No,Bihar,5,11,,No,,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,34.8,113.95,0.0,0,0.0,113.95,Joined,,,0.84,High Risk - Immediate Action Needed
68560-ASS,Female,37,No,Assam,4,5,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,102.6,4213.35,2.93,0,1846.23,6056.65,Churned,Competitor,Competitor had better devices,0.79,High Risk - Immediate Action Needed
11472-PUN,Female,33,No,Punjab,8,6,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.4,55.4,0.0,0,13.01,68.41,Churned,Competitor,Competitor had better devices,1.0,High Risk - Immediate Action Needed
82895-UTT,Female,26,No,Uttar Pradesh,8,23,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,69.95,0.0,0,13.04,82.99,Churned,Competitor,Competitor made better offer,1.0,High Risk - Immediate Action Needed
64910-ODI,Female,76,Yes,Odisha,6,7,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,88.8,0.0,10,49.6,148.4,Churned,Competitor,Competitor made better offer,0.91,High Risk - Immediate Action Needed
41061-JAM,Female,33,No,Jammu & Kashmir,13,9,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,357.75,0.0,0,234.4,592.15,Churned,Competitor,Competitor made better offer,0.79,High Risk - Immediate Action Needed
45877-TAM,Female,27,Yes,Tamil Nadu,9,12,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.7,113.5,0.0,0,33.12,146.62,Stayed,,,0.88,High Risk - Immediate Action Needed
82473-AND,Male,63,Yes,Andhra Pradesh,10,1,Deal 5,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.8,94.4,0.0,0,0.0,94.4,Joined,,,0.95,High Risk - Immediate Action Needed
57338-TAM,Female,54,No,Tamil Nadu,11,14,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0.0,0,34.48,78.43,Churned,Attitude,Attitude of service provider,1.0,High Risk - Immediate Action Needed
27553-UTT,Female,53,Yes,Uttar Pradesh,0,18,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.3,20.3,0.0,0,4.09,24.39,Joined,,,0.89,High Risk - Immediate Action Needed
23436-TEL,Male,69,Yes,Telangana,9,11,Deal 5,No,,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.45,35.45,0.0,0,0.0,35.45,Churned,Dissatisfaction,Network reliability,0.99,High Risk - Immediate Action Needed
33318-JAM,Female,36,Yes,Jammu & Kashmir,1,9,Deal 1,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,87.4,5918.8,0.0,0,1902.8,7821.6,Churned,Competitor,Competitor made better offer,0.8,High Risk - Immediate Action Needed
98771-KER,Female,28,No,Kerala,2,16,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.1,947.3,0.0,0,510.6,1457.9,Churned,Attitude,Attitude of support person,0.82,High Risk - Immediate Action Needed
51582-AND,Female,40,Yes,Andhra Pradesh,4,25,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.05,91.1,0.0,40,29.4,160.5,Churned,Competitor,Competitor had better devices,1.0,High Risk - Immediate Action Needed
49243-PUN,Female,78,No,Punjab,2,8,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,86.85,156.35,0.0,40,8.38,204.73,Churned,Competitor,Competitor had better devices,0.9,High Risk - Immediate Action Needed
89862-TAM,Female,32,Yes,Tamil Nadu,7,36,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.95,82.9,0.0,0,114.2,197.1,Stayed,,,0.84,High Risk - Immediate Action Needed
87024-WES,Female,27,Yes,West Bengal,12,15,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,627.4,0.0,0,211.28,838.68,Churned,Competitor,Competitor had better devices,0.83,High Risk - Immediate Action Needed
49885-MAH,Male,75,Yes,Maharashtra,2,33,,No,,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2572.95,12.07,0,0.0,2560.88,Churned,Attitude,Attitude of support person,0.79,High Risk - Immediate Action Needed
85148-TEL,Female,58,No,Telangana,3,6,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,489.45,0.0,0,71.82,561.27,Churned,Attitude,Attitude of service provider,0.76,High Risk - Immediate Action Needed
65254-JAM,Female,51,No,Jammu & Kashmir,6,36,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.35,1222.8,0.0,0,231.79,1454.59,Churned,Competitor,Competitor made better offer,0.85,High Risk - Immediate Action Needed
84340-UTT,Male,56,Yes,Uttar Pradesh,5,31,Deal 5,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,270.8,0.0,0,41.64,312.44,Churned,Competitor,Competitor had better devices,0.91,High Risk - Immediate Action Needed
55106-ASS,Female,29,No,Assam,2,14,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.1,20.1,0.0,0,16.81,36.91,Churned,Competitor,Competitor made better offer,1.0,High Risk - Immediate Action Needed
95735-PUN,Female,53,No,Punjab,10,21,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.25,48.35,0.0,0,42.36,90.71,Joined,,,0.9,High Risk - Immediate Action Needed
75387-TAM,Female,54,No,Tamil Nadu,4,32,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.0,174.8,0.0,0,96.68,271.48,Churned,Competitor,Competitor offered more data,0.9,High Risk - Immediate Action Needed
63499-AND,Male,50,Yes,Andhra Pradesh,5,28,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,0.0,0,14.9,60.75,Churned,Other,Don't know,0.87,High Risk - Immediate Action Needed
35401-UTT,Female,42,Yes,Uttar Pradesh,13,26,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,71.35,71.35,0.0,0,40.4,111.75,Churned,Dissatisfaction,Poor expertise of phone support,0.87,High Risk - Immediate Action Needed
55786-HAR,Female,48,Yes,Haryana,3,7,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.25,100.25,0.0,0,20.23,120.48,Churned,Other,Don't know,1.0,High Risk - Immediate Action Needed
33799-CHH,Female,23,No,Chhattisgarh,10,2,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.7,91.7,0.0,0,17.23,108.93,Churned,Attitude,Attitude of service provider,0.98,High Risk - Immediate Action Needed
46214-JAM,Female,58,No,Jammu & Kashmir,5,12,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.4,4116.15,0.0,0,1766.5,5882.65,Churned,Competitor,Competitor had better devices,0.91,High Risk - Immediate Action Needed
82486-JHA,Female,44,No,Jharkhand,3,1,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,264.85,0.0,0,114.27,379.12,Churned,Competitor,Competitor had better devices,0.85,High Risk - Immediate Action Needed
